Hybridization	TCGA-2W-A8YY-01A-11R-A37O-07	TCGA-4J-AA1J-01A-21R-A38B-07	TCGA-BI-A0VR-01A-11R-A10U-07	TCGA-BI-A0VS-01A-11R-A10U-07	TCGA-BI-A20A-01A-11R-A14Y-07	TCGA-C5-A0TN-01A-21R-A14Y-07	TCGA-C5-A1BE-01B-11R-A13Y-07	TCGA-C5-A1BF-01B-11R-A13Y-07	TCGA-C5-A1BI-01B-11R-A13Y-07	TCGA-C5-A1BJ-01A-11R-A13Y-07	TCGA-C5-A1BK-01B-11R-A13Y-07	TCGA-C5-A1BL-01A-11R-A13Y-07	TCGA-C5-A1BM-01A-11R-A13Y-07	TCGA-C5-A1BN-01B-11R-A14Y-07	TCGA-C5-A1BQ-01C-11R-A213-07	TCGA-C5-A1M5-01A-11R-A13Y-07	TCGA-C5-A1M6-01A-11R-A13Y-07	TCGA-C5-A1M7-01A-11R-A13Y-07	TCGA-C5-A1M8-01A-21R-A13Y-07	TCGA-C5-A1M9-01A-11R-A13Y-07	TCGA-C5-A1ME-01A-11R-A13Y-07	TCGA-C5-A1MF-01A-11R-A13Y-07	TCGA-C5-A1MH-01A-11R-A14Y-07	TCGA-C5-A1MI-01A-11R-A14Y-07	TCGA-C5-A1MJ-01A-11R-A14Y-07	TCGA-C5-A1MK-01A-11R-A14Y-07	TCGA-C5-A1ML-01A-11R-A14Y-07	TCGA-C5-A1MN-01A-11R-A14Y-07	TCGA-C5-A1MP-01A-11R-A14Y-07	TCGA-C5-A1MQ-01A-11R-A14Y-07	TCGA-C5-A2LS-01A-22R-A22U-07	TCGA-C5-A2LT-01A-11R-A18M-07	TCGA-C5-A2LV-01A-11R-A18M-07	TCGA-C5-A2LX-01A-11R-A18M-07	TCGA-C5-A2LY-01A-31R-A18M-07	TCGA-C5-A2LZ-01A-11R-A213-07	TCGA-C5-A2M1-01A-11R-A18M-07	TCGA-C5-A2M2-01A-21R-A18M-07	TCGA-C5-A3HD-01B-11R-A213-07	TCGA-C5-A3HE-01A-21R-A22U-07	TCGA-C5-A3HF-01A-11R-A213-07	TCGA-C5-A3HL-01A-11R-A213-07	TCGA-C5-A7CG-01A-11R-A32P-07	TCGA-C5-A7CH-01A-11R-A33Z-07	TCGA-C5-A7CJ-01A-11R-A32P-07	TCGA-C5-A7CK-01A-11R-A32P-07	TCGA-C5-A7CL-01A-11R-A32P-07	TCGA-C5-A7CM-01A-11R-A33Z-07	TCGA-C5-A7CO-01A-11R-A352-07	TCGA-C5-A7UC-01A-11R-A352-07	TCGA-C5-A7UE-01A-11R-A33Z-07	TCGA-C5-A7UH-01A-11R-A352-07	TCGA-C5-A7UI-01A-11R-A36F-07	TCGA-C5-A7X3-01A-11R-A352-07	TCGA-C5-A7X5-01A-11R-A36F-07	TCGA-C5-A7X8-01A-11R-A36F-07	TCGA-C5-A7XC-01A-11R-A38B-07	TCGA-C5-A8XH-01A-11R-A37O-07	TCGA-C5-A8XI-01A-11R-A37O-07	TCGA-C5-A8XJ-01A-11R-A37O-07	TCGA-C5-A8XK-01A-11R-A37O-07	TCGA-C5-A8YQ-01A-11R-A37O-07	TCGA-C5-A8YR-01A-12R-A37O-07	TCGA-C5-A8YT-01A-11R-A37O-07	TCGA-C5-A8ZZ-01A-11R-A37O-07	TCGA-C5-A901-01A-11R-A37O-07	TCGA-C5-A902-01A-11R-A37O-07	TCGA-C5-A905-01A-11R-A37O-07	TCGA-C5-A907-01A-11R-A37O-07	TCGA-DG-A2KH-01A-21R-A22U-07	TCGA-DG-A2KJ-01A-11R-A32Y-07	TCGA-DG-A2KK-01A-11R-A180-07	TCGA-DG-A2KL-01A-11R-A180-07	TCGA-DG-A2KM-01A-11R-A180-07	TCGA-DR-A0ZL-01A-11R-A10U-07	TCGA-DR-A0ZM-01A-12R-A10U-07	TCGA-DS-A0VK-01A-21R-A10U-07	TCGA-DS-A0VL-01A-21R-A10U-07	TCGA-DS-A0VM-01A-11R-A10U-07	TCGA-DS-A0VN-01A-21R-A10U-07	TCGA-DS-A1O9-01A-11R-A14Y-07	TCGA-DS-A1OA-01A-11R-A14Y-07	TCGA-DS-A1OB-01A-11R-A14Y-07	TCGA-DS-A1OC-01A-11R-A14Y-07	TCGA-DS-A1OD-01A-11R-A14Y-07	TCGA-DS-A3LQ-01A-21R-A21T-07	TCGA-DS-A5RQ-01A-11R-A28H-07	TCGA-DS-A7WF-01A-11R-A352-07	TCGA-DS-A7WH-01A-22R-A352-07	TCGA-DS-A7WI-01A-12R-A352-07	TCGA-EA-A1QS-01A-61R-A22U-07	TCGA-EA-A1QT-01A-11R-A14Y-07	TCGA-EA-A3HQ-01A-11R-A213-07	TCGA-EA-A3HR-01A-11R-A213-07	TCGA-EA-A3HS-01A-11R-A213-07	TCGA-EA-A3HT-01A-61R-A21T-07	TCGA-EA-A3HU-01A-11R-A213-07	TCGA-EA-A3QD-01A-32R-A22U-07	TCGA-EA-A3QE-01A-21R-A21T-07	TCGA-EA-A3Y4-01A-51R-A24H-07	TCGA-EA-A410-01A-11R-A32Y-07	TCGA-EA-A411-01A-11R-A24H-07	TCGA-EA-A439-01A-11R-A24H-07	TCGA-EA-A43B-01A-81R-A32Y-07	TCGA-EA-A44S-01A-12R-A26T-07	TCGA-EA-A4BA-01A-21R-A26T-07	TCGA-EA-A50E-01A-21R-A26T-07	TCGA-EA-A556-01A-11R-A26T-07	TCGA-EA-A5FO-01A-21R-A28H-07	TCGA-EA-A5O9-01A-11R-A28H-07	TCGA-EA-A5ZD-01A-11R-A28H-07	TCGA-EA-A5ZE-01A-11R-A28H-07	TCGA-EA-A5ZF-01A-11R-A28H-07	TCGA-EA-A6QX-01A-12R-A33Z-07	TCGA-EA-A78R-01A-11R-A32P-07	TCGA-EA-A97N-01A-11R-A38B-07	TCGA-EK-A2GZ-01A-11R-A180-07	TCGA-EK-A2H0-01A-11R-A180-07	TCGA-EK-A2H1-01A-11R-A180-07	TCGA-EK-A2IP-01A-11R-A180-07	TCGA-EK-A2IR-01A-11R-A180-07	TCGA-EK-A2PG-01A-11R-A18M-07	TCGA-EK-A2PI-01A-11R-A18M-07	TCGA-EK-A2PK-01A-11R-A18M-07	TCGA-EK-A2PL-01A-11R-A18M-07	TCGA-EK-A2PM-01A-11R-A18M-07	TCGA-EK-A2R7-01A-11R-A18M-07	TCGA-EK-A2R8-01A-21R-A18M-07	TCGA-EK-A2R9-01A-11R-A18M-07	TCGA-EK-A2RA-01A-11R-A18M-07	TCGA-EK-A2RB-01A-11R-A18M-07	TCGA-EK-A2RC-01A-11R-A18M-07	TCGA-EK-A2RE-01A-11R-A18M-07	TCGA-EK-A2RJ-01A-11R-A18M-07	TCGA-EK-A2RK-01A-11R-A18M-07	TCGA-EK-A2RL-01A-11R-A18M-07	TCGA-EK-A2RM-01A-21R-A18M-07	TCGA-EK-A2RN-01A-12R-A213-07	TCGA-EK-A2RO-01A-11R-A18M-07	TCGA-EK-A3GJ-01A-21R-A213-07	TCGA-EK-A3GK-01A-11R-A213-07	TCGA-EK-A3GM-01A-11R-A213-07	TCGA-EK-A3GN-01A-11R-A213-07	TCGA-EX-A1H5-01A-31R-A13Y-07	TCGA-EX-A1H6-01B-11R-A22U-07	TCGA-EX-A3L1-01A-11R-A32Y-07	TCGA-EX-A449-01A-11R-A32Y-07	TCGA-EX-A69L-01A-11R-A32P-07	TCGA-EX-A69M-01A-11R-A32P-07	TCGA-EX-A8YF-01A-11R-A37O-07	TCGA-FU-A23K-01A-11R-A16R-07	TCGA-FU-A23L-01A-11R-A16R-07	TCGA-FU-A2QG-01A-11R-A18M-07	TCGA-FU-A3EO-11A-13R-A213-07	TCGA-FU-A3EO-01A-11R-A213-07	TCGA-FU-A3HY-01A-11R-A21T-07	TCGA-FU-A3HZ-01A-11R-A213-07	TCGA-FU-A3NI-01A-11R-A21T-07	TCGA-FU-A3TQ-01A-11R-A22U-07	TCGA-FU-A3TX-01A-11R-A22U-07	TCGA-FU-A3WB-01A-11R-A22U-07	TCGA-FU-A3YQ-01A-11R-A22U-07	TCGA-FU-A40J-01A-11R-A24H-07	TCGA-FU-A57G-01A-11R-A26T-07	TCGA-FU-A5XV-01A-11R-A28H-07	TCGA-FU-A770-01A-11R-A33Z-07	TCGA-GH-A9DA-01A-21R-A37O-07	TCGA-HG-A2PA-01A-11R-A213-07	TCGA-HM-A3JJ-11A-12R-A21T-07	TCGA-HM-A3JJ-01A-21R-A21T-07	TCGA-HM-A3JK-01A-11R-A32Y-07	TCGA-HM-A4S6-01A-11R-A26T-07	TCGA-HM-A6W2-06A-22R-A33Z-07	TCGA-HM-A6W2-01A-21R-A33Z-07	TCGA-IR-A3L7-01A-21R-A213-07	TCGA-IR-A3LA-01A-11R-A22U-07	TCGA-IR-A3LB-01A-11R-A24H-07	TCGA-IR-A3LC-01A-11R-A213-07	TCGA-IR-A3LF-01A-21R-A22U-07	TCGA-IR-A3LH-01A-21R-A213-07	TCGA-IR-A3LI-01A-11R-A32Y-07	TCGA-IR-A3LK-01A-12R-A213-07	TCGA-IR-A3LL-01A-11R-A213-07	TCGA-JW-A5VG-01A-11R-A28H-07	TCGA-JW-A5VH-01A-11R-A28H-07	TCGA-JW-A5VI-01A-11R-A28H-07	TCGA-JW-A5VJ-01A-11R-A28H-07	TCGA-JW-A5VK-01A-11R-A28H-07	TCGA-JW-A5VL-01A-11R-A28H-07	TCGA-JW-A69B-01A-11R-A32P-07	TCGA-JW-A852-01A-11R-A352-07	TCGA-JW-AAVH-01A-11R-A38B-07	TCGA-JX-A3PZ-01A-11R-A32Y-07	TCGA-JX-A3Q0-01A-11R-A32Y-07	TCGA-JX-A3Q8-01A-11R-A21T-07	TCGA-JX-A5QV-01A-22R-A28H-07	TCGA-LP-A4AU-01A-32R-A32Y-07	TCGA-LP-A4AV-01A-11R-A32Y-07	TCGA-LP-A4AW-01A-11R-A24H-07	TCGA-LP-A4AX-01A-12R-A24H-07	TCGA-LP-A5U2-01A-11R-A28H-07	TCGA-LP-A5U3-01A-11R-A28H-07	TCGA-LP-A7HU-01A-11R-A33Z-07	TCGA-MA-AA3W-01A-11R-A38B-07	TCGA-MA-AA3X-01A-22R-A42S-07	TCGA-MA-AA3Y-01A-11R-A38B-07	TCGA-MA-AA3Z-01A-11R-A38B-07	TCGA-MA-AA41-01A-11R-A38B-07	TCGA-MA-AA42-01A-12R-A38B-07	TCGA-MA-AA43-01A-11R-A42T-07	TCGA-MU-A51Y-01A-11R-A26T-07	TCGA-MU-A5YI-01A-11R-A32P-07	TCGA-MU-A8JM-01A-11R-A36F-07	TCGA-MY-A5BD-01A-11R-A26T-07	TCGA-MY-A5BE-01A-21R-A26T-07	TCGA-MY-A5BF-11A-11R-A26T-07	TCGA-MY-A5BF-01A-11R-A26T-07	TCGA-MY-A913-01A-11R-A37O-07	TCGA-PN-A8MA-01A-11R-A36F-07	TCGA-Q1-A5R1-01A-11R-A28H-07	TCGA-Q1-A5R2-01A-11R-A28H-07	TCGA-Q1-A5R3-01A-11R-A28H-07	TCGA-Q1-A6DT-01A-11R-A32P-07	TCGA-Q1-A6DV-01A-11R-A32P-07	TCGA-Q1-A6DW-01A-11R-A32P-07	TCGA-Q1-A73O-01A-11R-A32P-07	TCGA-Q1-A73P-01A-11R-A32P-07	TCGA-Q1-A73Q-01A-21R-A32P-07	TCGA-Q1-A73R-01A-11R-A33Z-07	TCGA-Q1-A73S-01A-11R-A33Z-07	TCGA-R2-A69V-01A-11R-A32P-07	TCGA-RA-A741-01A-11R-A33Z-07	TCGA-UC-A7PD-01A-11R-A352-07	TCGA-UC-A7PF-01A-11R-A352-07	TCGA-UC-A7PG-06A-11R-A42S-07	TCGA-UC-A7PG-01A-11R-A42S-07	TCGA-UC-A7PI-01A-11R-A42S-07	TCGA-VS-A8EB-01A-11R-A36F-07	TCGA-VS-A8EC-01A-11R-A36F-07	TCGA-VS-A8EG-01A-11R-A36F-07	TCGA-VS-A8EH-01A-11R-A36F-07	TCGA-VS-A8EI-01A-11R-A37O-07	TCGA-VS-A8EJ-01A-11R-A37O-07	TCGA-VS-A8EK-01A-12R-A37O-07	TCGA-VS-A8EL-01A-11R-A37O-07	TCGA-VS-A8Q8-01A-11R-A37O-07	TCGA-VS-A8Q9-01A-12R-A37O-07	TCGA-VS-A8QA-01A-11R-A37O-07	TCGA-VS-A8QC-01A-11R-A37O-07	TCGA-VS-A8QF-01A-21R-A37O-07	TCGA-VS-A8QH-01A-11R-A37O-07	TCGA-VS-A8QM-01A-11R-A37O-07	TCGA-VS-A94W-01A-12R-A37O-07	TCGA-VS-A94X-01A-11R-A38B-07	TCGA-VS-A94Y-01A-11R-A38B-07	TCGA-VS-A94Z-01A-11R-A38B-07	TCGA-VS-A950-01A-11R-A42T-07	TCGA-VS-A952-01A-11R-A38B-07	TCGA-VS-A953-01A-11R-A38B-07	TCGA-VS-A954-01A-11R-A38B-07	TCGA-VS-A957-01A-11R-A42T-07	TCGA-VS-A958-01A-11R-A42T-07	TCGA-VS-A959-01A-11R-A42T-07	TCGA-VS-A9U5-01A-11R-A42T-07	TCGA-VS-A9U6-01A-11R-A42T-07	TCGA-VS-A9U7-01A-11R-A42T-07	TCGA-VS-A9UB-01A-22R-A42T-07	TCGA-VS-A9UC-01A-11R-A42T-07	TCGA-VS-A9UD-01A-11R-A42T-07	TCGA-VS-A9UH-01A-11R-A42T-07	TCGA-VS-A9UI-01A-11R-A42T-07	TCGA-VS-A9UJ-01A-11R-A42T-07	TCGA-VS-A9UL-01A-11R-A42T-07	TCGA-VS-A9UM-01A-11R-A42T-07	TCGA-VS-A9UO-01A-11R-A42T-07	TCGA-VS-A9UP-01A-11R-A42T-07	TCGA-VS-A9UQ-01A-21R-A42T-07	TCGA-VS-A9UR-01A-11R-A42T-07	TCGA-VS-A9UT-01A-11R-A42T-07	TCGA-VS-A9UU-01A-11R-A42T-07	TCGA-VS-A9UV-01A-11R-A42T-07	TCGA-VS-A9UY-01A-11R-A42T-07	TCGA-VS-A9UZ-01A-11R-A42T-07	TCGA-VS-A9V0-01A-11R-A42T-07	TCGA-VS-A9V1-01A-11R-A42T-07	TCGA-VS-A9V2-01A-11R-A42T-07	TCGA-VS-A9V3-01A-11R-A42T-07	TCGA-VS-A9V4-01A-12R-A42T-07	TCGA-VS-A9V5-01A-11R-A42T-07	TCGA-VS-AA62-01A-11R-A42T-07	TCGA-WL-A834-01A-11R-A352-07	TCGA-XS-A8TJ-01A-11R-A36F-07	TCGA-ZJ-A8QO-01A-11R-A37O-07	TCGA-ZJ-A8QQ-01A-11R-A37O-07	TCGA-ZJ-A8QR-01A-11R-A37O-07	TCGA-ZJ-AAX4-01A-11R-A42T-07	TCGA-ZJ-AAX8-01A-11R-A42T-07	TCGA-ZJ-AAXA-01A-11R-A42T-07	TCGA-ZJ-AAXB-01A-11R-A42T-07	TCGA-ZJ-AAXD-01A-21R-A42T-07	TCGA-ZJ-AAXF-01A-31R-A42T-07	TCGA-ZJ-AAXI-01A-11R-A42T-07	TCGA-ZJ-AAXJ-01A-11R-A42T-07	TCGA-ZJ-AAXN-01A-11R-A42T-07	TCGA-ZJ-AAXT-01A-11R-A42T-07	TCGA-ZJ-AAXU-01A-11R-A42T-07	TCGA-ZJ-AB0H-01A-11R-A42T-07	TCGA-ZJ-AB0I-01A-11R-A42T-07	TCGA-ZX-AA5X-01A-11R-A42T-07
?|100130426	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.03	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
?|100133144	24.15	17.81	61.13	75.17	43.22	11.17	113.77	14.71	127.71	145.81	46.40	59.58	46.63	51.49	266.35	89.75	32.86	49.29	162.14	25.48	7.85	5.71	11.05	62.02	67.36	203.07	56.21	5.90	11.15	4.00	57.71	15.44	3.39	13.36	1.97	152.54	24.65	111.24	91.48	4.93	29.41	76.16	20.96	41.80	163.19	75.54	214.01	73.88	178.47	27.93	13.63	81.40	15.29	25.34	19.09	6.07	37.48	33.19	38.53	150.43	9.09	44.29	12.52	47.35	89.11	66.69	23.42	19.43	24.00	71.41	7.87	3.69	81.83	140.52	52.23	0.00	49.50	98.07	1.52	15.85	52.32	103.12	39.77	60.39	19.35	13.21	35.42	58.35	37.41	13.31	62.79	74.64	189.26	206.40	86.87	95.41	14.43	11.76	663.26	1.10	12.82	18.61	43.20	5.06	76.23	1.85	18.61	21.61	49.94	26.04	24.19	3.44	11.26	51.22	21.35	130.59	22.61	44.86	6.67	15.16	46.22	8.05	142.11	7.99	58.52	20.27	20.02	5.73	12.51	54.74	67.03	180.56	64.81	23.00	23.46	34.14	6.93	53.49	39.28	17.86	28.72	75.31	27.07	64.13	27.46	47.41	34.12	12.84	65.34	43.19	26.28	129.08	67.26	16.64	8.80	56.84	31.16	49.46	130.68	20.20	87.50	110.24	57.84	6.16	81.90	16.33	47.64	92.67	0.00	44.29	17.55	66.75	60.92	1.00	33.93	181.22	69.95	50.15	99.44	6.39	29.64	68.40	40.15	30.87	26.46	24.48	98.15	19.84	42.36	28.93	3.36	140.56	19.91	20.63	4.91	32.71	65.88	1.58	46.53	1.18	10.62	58.42	9.00	97.13	8.66	5.77	93.24	55.08	3.70	22.03	118.38	21.26	93.42	12.04	3.31	0.00	26.95	28.53	46.03	5.90	5.91	13.80	0.00	93.69	211.01	102.80	25.52	65.15	146.63	35.93	12.24	1.21	22.64	167.41	51.85	81.91	71.04	3.59	57.78	198.04	42.41	17.16	3.34	61.11	22.84	32.17	30.26	33.59	121.11	39.73	18.28	89.07	47.38	11.30	15.85	42.83	61.90	68.31	44.25	34.83	19.26	14.22	20.38	66.81	162.85	24.09	15.36	75.53	1.07	2.00	14.36	55.44	46.89	134.87	97.14	99.84	109.70	48.85	22.10	9.42	13.83	109.31	19.45	6.86	44.42	50.94	78.62	13.30	61.09	20.63	50.06	191.12	12.70	12.98	12.43	48.14	137.67	120.74	3.11	31.64	50.80	33.47	43.15	78.55	36.86	45.70	18.73	41.97	15.31
?|100134869	76.85	68.19	80.87	71.83	56.78	23.83	75.23	8.29	86.29	89.19	33.60	94.42	13.37	71.51	330.65	57.25	26.14	28.71	58.86	10.52	3.15	5.29	15.95	70.98	140.64	148.93	57.79	28.10	48.85	0.00	35.29	24.56	7.61	6.64	9.03	97.46	48.35	126.76	50.52	6.07	55.59	106.84	10.04	44.20	116.81	41.46	87.99	32.12	75.53	27.07	4.37	87.60	18.71	43.66	22.91	11.93	53.52	19.81	28.47	80.57	45.91	24.71	10.48	43.65	70.89	81.31	17.58	52.57	17.00	81.59	1.13	2.31	53.17	85.48	49.77	15.00	45.50	98.93	6.48	7.15	57.68	131.88	40.23	61.61	40.65	1.79	35.58	67.65	28.59	12.69	40.21	151.36	121.74	151.60	61.13	57.59	16.57	10.24	291.74	2.90	15.18	30.39	12.80	2.94	36.77	21.15	12.39	26.39	52.06	21.96	16.81	8.56	25.74	73.78	22.65	159.41	31.39	51.14	10.33	16.84	36.78	29.95	100.89	5.01	32.48	40.73	8.98	17.27	22.49	27.26	30.97	151.44	50.19	0.00	7.54	48.86	14.07	5.51	20.72	8.14	37.28	59.69	22.93	55.87	6.54	33.59	119.88	13.16	51.66	35.81	9.72	93.92	31.74	19.36	2.20	83.16	11.84	29.54	88.32	28.80	42.50	101.76	35.16	32.84	76.10	39.67	123.36	70.33	19.00	16.71	24.45	101.25	84.08	12.00	30.07	41.78	30.05	22.85	77.56	1.61	22.36	12.60	9.85	35.13	44.54	11.52	95.85	8.16	105.64	36.07	8.64	126.44	9.09	31.37	17.09	32.29	97.12	5.42	26.47	7.82	39.38	23.58	38.00	68.87	15.34	23.23	107.76	44.92	25.30	16.97	119.62	26.74	97.58	9.96	4.69	11.00	36.05	15.47	21.97	31.10	27.09	19.20	19.00	26.31	95.99	74.20	13.48	19.85	110.37	24.07	3.76	17.79	72.36	193.59	27.15	68.09	79.96	22.41	41.22	180.96	46.59	41.84	19.66	53.89	35.16	17.83	44.74	41.41	159.89	46.27	11.72	98.93	39.62	20.70	19.15	64.17	91.10	78.69	52.75	45.17	33.74	24.78	53.62	45.19	70.15	16.91	53.64	131.47	2.93	0.00	30.64	54.56	148.11	143.13	142.86	135.16	147.30	104.15	36.90	16.58	21.17	163.69	35.55	11.14	23.58	36.06	68.38	8.70	74.91	12.37	51.94	151.88	18.30	75.02	49.57	53.86	159.33	120.26	34.89	16.36	64.20	33.53	31.85	57.45	28.14	29.30	29.27	36.03	38.69
?|10357	331.45	423.04	421.64	610.02	917.67	666.08	395.33	334.29	556.99	416.37	335.52	262.27	368.10	526.29	604.59	726.78	315.27	574.55	840.08	999.52	175.22	75.18	724.04	1505.07	1395.95	683.86	472.74	637.18	426.30	109.14	510.45	242.40	614.95	237.38	219.40	627.92	587.63	506.81	932.19	505.06	626.76	700.49	308.43	107.70	386.07	326.66	308.21	205.32	344.03	392.21	84.58	164.28	80.00	158.25	364.27	242.10	299.91	406.77	350.26	252.50	183.73	257.96	173.59	433.39	376.29	299.55	221.65	482.02	143.01	1239.50	15.00	490.82	481.36	551.68	307.98	222.20	613.29	562.68	463.11	669.83	1058.06	785.29	876.70	415.13	1312.23	496.69	367.94	272.92	490.46	283.87	387.91	876.59	938.24	954.10	621.97	839.64	674.85	513.15	489.00	360.10	482.32	923.48	1853.42	234.14	312.48	546.38	431.52	525.17	462.18	490.37	417.06	484.34	601.91	338.09	257.34	266.06	554.00	308.63	339.43	589.91	358.54	591.27	372.47	238.81	164.67	516.17	657.83	385.29	691.21	651.24	812.88	224.08	224.53	392.89	453.79	1198.90	441.02	199.61	479.09	867.24	858.98	656.29	1018.77	477.39	463.72	301.83	289.62	429.18	169.68	447.37	297.10	490.81	724.42	435.88	159.67	1017.64	590.53	810.48	458.37	868.59	1464.00	615.78	580.61	496.33	216.37	202.55	465.74	449.89	539.83	718.80	182.75	417.53	135.54	143.32	551.95	626.53	684.37	834.17	617.13	462.48	189.37	730.13	457.85	629.31	689.59	570.83	522.17	373.30	692.66	405.25	115.52	154.75	212.18	244.17	441.73	576.33	232.74	40.79	438.22	345.31	455.82	486.55	319.85	340.56	243.83	486.41	241.32	337.67	140.37	354.03	338.08	504.71	336.99	648.43	591.86	192.70	651.40	318.91	577.52	395.06	323.00	133.00	270.66	582.42	511.16	532.00	510.68	275.56	292.68	335.49	221.57	192.14	423.66	290.47	253.90	175.70	316.33	462.03	312.04	550.84	166.86	183.08	266.12	173.13	290.02	266.01	489.18	454.93	287.44	262.41	335.32	244.77	475.53	324.80	122.00	501.75	293.23	258.80	446.58	338.50	200.98	312.35	215.32	81.58	479.65	472.93	237.91	320.70	136.69	298.46	160.77	343.82	305.56	122.95	581.71	595.19	366.07	289.14	186.92	96.36	382.22	365.23	295.63	279.85	171.60	417.90	235.34	315.99	366.61	189.30	120.39	245.68	247.23	147.24	217.65	424.33	413.62	1083.41	316.72	218.40	250.23	234.67	178.00	525.97	625.11	737.14	239.58	260.25	145.17
